Sostav,Days,Concerts,Halls,Genre,ShowTime,TransTime,WaitTime,Costs,Musician,Composer,programm,FamilyConc,TransTime_%,WaitTime_%,TransTime_Score,WaitTime_Score,Trans-Wait_%,Density,HallChanges,Top5Authors,Top5AuthorsShare,RareAuthorsShare,RecommendedArtistsRatio,RecommendedPiecesRatio,ComfortScore,ComfortLevel,RareAuthorsShare_qnorm,RecommendedPiecesRatio_qnorm,RecommendedArtistsRatio_qnorm,AvgWorksPerConcert,DepthScore,GenreDiversityScore,IntellectScore,IntellectCategory,IntellectScoreLabel,AuthorBalance,ComfortScoreLabel,AuthorBalanceLabel,Top5AuthorsShareLabel,RareAuthorsShareLabel,GMM_Cluster
"[1, 10]",1,2,2,1,95.0,1.0,90.0,400,4,3,5,0,22.4,31.3,77.6,68.7,53.3,0.0,1,4,0.8,0.0,0.25,0.0,74.9,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.0117140146524007,2.5,40.0,16.7,36.8,💤 Поверхностный,💤 Поверхностный (0–30%),0.4,🎯 Интересный (60–90%),,🎯 Интересный (60–90%),,0
"[1, 11]",1,2,2,1,90.0,0.0,120.0,400,3,2,3,0,8.0,41.6,92.0,58.4,53.7,0.0,1,2,0.667,0.333,0.333,0.0,81.9,🟢 Очень комфортный,0.998893163969852,0.5000131766194065,0.0401096294734622,1.5,66.66666666666666,16.7,54.7,⚖️ Базовый,🧠 Насыщенный (Top 10%),0.5,🧠 Насыщенный (Top 10%),,🎯 Интересный (60–90%),,4
"[1, 12]",1,2,2,1,90.0,7.0,120.0,400,3,6,9,0,62.9,41.6,37.1,58.4,21.7,0.0,1,5,0.556,0.111,0.0,0.0,43.5,🔴 Неудобный,0.9609181468402468,0.5000131766194065,0.0004216518210088,4.5,22.22222222222222,16.7,44.9,⚖️ Базовый,⚖️ Базовый (30–60%),0.3335,⚖️ Базовый (30–60%),,⚖️ Базовый (30–60%),,1
"[1, 13]",1,2,2,2,90.0,6.0,135.0,400,2,2,3,0,41.6,46.7,58.4,53.3,31.1,0.0,1,2,0.667,0.0,0.5,0.0,56.9,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,1.5,66.66666666666666,33.3,44.9,⚖️ Базовый,⚖️ Базовый (30–60%),0.3335,🎯 Интересный (60–90%),,🎯 Интересный (60–90%),,1
"[1, 14]",1,2,2,1,90.0,7.0,165.0,400,2,6,8,0,62.9,55.1,37.1,44.9,16.7,0.0,1,5,0.625,0.0,0.5,0.0,39.4,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.3306936172455594,4.0,25.0,16.7,34.5,💤 Поверхностный,💤 Поверхностный (0–30%),0.3125,⚖️ Базовый (30–60%),,⚖️ Базовый (30–60%),,2
"[1, 15]",1,2,1,1,90.0,0.0,180.0,400,3,3,14,0,8.0,59.0,92.0,41.0,37.7,0.0,0,6,0.429,0.0,0.333,0.0,76.7,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.0401096294734622,7.0,14.285714285714285,16.7,24.6,💤 Поверхностный,💤 Поверхностный (0–30%),0.2145,🎯 Интересный (60–90%),,💤 Поверхностный (0–30%),,0
"[1, 16]",1,2,2,2,90.0,11.0,195.0,400,3,7,11,0,88.0,63.2,12.0,36.8,4.4,0.0,1,6,0.545,0.0,0.0,0.0,19.4,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.0004216518210088,5.5,18.181818181818183,33.3,31.7,💤 Поверхностный,💤 Поверхностный (0–30%),0.2725,💤 Поверхностный (0–30%),,⚖️ Базовый (30–60%),,2
"[1, 17]",1,2,2,1,95.0,1.0,210.0,400,2,2,4,0,22.4,67.2,77.6,32.8,25.5,0.0,1,4,1.0,0.0,0.333,0.0,64.2,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.0401096294734622,2.0,50.0,16.7,43.4,⚖️ Базовый,⚖️ Базовый (30–60%),0.5,🎯 Интересный (60–90%),,🧠 Насыщенный (Top 10%),,0
"[1, 18]",1,2,2,2,95.0,0.0,225.0,400,4,2,5,0,8.0,71.1,92.0,28.90000000000001,26.6,0.0,1,5,1.0,0.0,0.5,0.0,73.1,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,2.5,40.0,33.3,49.9,⚖️ Базовый,🎯 Интересный (60–90%),0.5,🎯 Интересный (60–90%),,🧠 Насыщенный (Top 10%),,4
"[1, 19]",1,2,2,1,90.0,7.0,240.0,400,2,8,12,0,62.9,74.7,37.1,25.3,9.4,0.0,1,4,0.333,0.0,0.5,0.0,33.6,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.3306936172455594,6.0,16.666666666666664,16.7,26.2,💤 Поверхностный,💤 Поверхностный (0–30%),0.1665,💤 Поверхностный (0–30%),,💤 Поверхностный (0–30%),,2
"[1, 20]",1,2,2,1,90.0,6.0,255.0,400,2,2,4,0,41.6,77.7,58.4,22.3,13.0,0.0,1,3,0.75,0.25,0.5,0.0,47.6,🔴 Неудобный,0.996639962051336,0.5000131766194065,0.3306936172455594,2.0,50.0,16.7,58.2,⚖️ Базовый,🧠 Насыщенный (Top 10%),0.5,⚖️ Базовый (30–60%),,🎯 Интересный (60–90%),,3
"[1, 21]",1,2,2,1,90.0,7.0,270.0,400,2,3,9,0,62.9,80.2,37.1,19.8,7.3,0.0,1,8,0.889,0.0,0.5,0.0,31.9,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.3306936172455594,4.5,22.22222222222222,16.7,40.8,⚖️ Базовый,⚖️ Базовый (30–60%),0.4445,💤 Поверхностный (0–30%),,🧠 Насыщенный (Top 10%),,2
"[1, 22]",1,2,1,1,100.0,0.0,300.0,400,4,2,4,0,8.0,84.3,92.0,15.700000000000005,14.4,0.0,0,4,1.0,0.0,0.25,0.0,69.1,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.0117140146524007,2.0,50.0,16.7,43.0,⚖️ Базовый,⚖️ Базовый (30–60%),0.5,🎯 Интересный (60–90%),,🧠 Насыщенный (Top 10%),,0
"[1, 23]",1,2,2,2,90.0,11.0,330.0,400,3,3,4,0,88.0,88.9,12.0,11.099999999999994,1.3,0.0,1,3,0.75,0.0,0.0,0.0,11.7,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.0004216518210088,2.0,50.0,33.3,40.8,⚖️ Базовый,⚖️ Базовый (30–60%),0.375,💤 Поверхностный (0–30%),,🎯 Интересный (60–90%),,2
"[1, 24]",1,2,2,1,90.0,1.0,345.0,400,3,3,5,0,22.4,91.3,77.6,8.700000000000003,6.8,0.0,1,5,1.0,0.0,0.333,0.0,56.9,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.0401096294734622,2.5,40.0,16.7,42.1,⚖️ Базовый,⚖️ Базовый (30–60%),0.5,🎯 Интересный (60–90%),,🧠 Насыщенный (Top 10%),,0
"[1, 25]",1,2,2,1,90.0,0.0,360.0,400,2,2,3,0,8.0,93.2,92.0,6.799999999999997,6.3,0.0,1,2,0.667,0.0,0.5,0.0,66.4,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.3306936172455594,1.5,66.66666666666666,16.7,40.8,⚖️ Базовый,⚖️ Базовый (30–60%),0.3335,🎯 Интересный (60–90%),,🎯 Интересный (60–90%),,0
"[1, 26]",1,2,2,2,90.0,7.0,360.0,400,2,2,3,0,62.9,93.2,37.1,6.799999999999997,2.5,0.0,1,2,0.667,0.0,0.5,0.0,28.0,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.3306936172455594,1.5,66.66666666666666,33.3,44.9,⚖️ Базовый,⚖️ Базовый (30–60%),0.3335,💤 Поверхностный (0–30%),,🎯 Интересный (60–90%),,2
"[1, 27]",1,2,2,2,90.0,6.0,375.0,400,2,6,8,0,41.6,94.7,58.4,5.299999999999997,3.1,0.0,1,5,0.625,0.0,0.5,0.0,42.5,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.3306936172455594,4.0,25.0,33.3,38.7,💤 Поверхностный,⚖️ Базовый (30–60%),0.3125,⚖️ Базовый (30–60%),,⚖️ Базовый (30–60%),,2
"[1, 28]",1,2,2,2,110.0,7.0,405.0,400,2,2,3,0,62.9,97.0,37.1,3.0,1.1,0.0,1,2,0.667,0.0,0.0,0.0,26.9,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.0004216518210088,1.5,66.66666666666666,33.3,40.8,⚖️ Базовый,⚖️ Базовый (30–60%),0.3335,💤 Поверхностный (0–30%),,🎯 Интересный (60–90%),,2
"[1, 29]",1,2,2,2,165.0,2.0,435.0,400,8,2,3,0,30.6,98.2,69.4,1.7999999999999972,1.2,0.0,1,3,1.0,0.0,0.375,0.0,49.1,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.0717071628103094,1.5,66.66666666666666,33.3,50.0,⚖️ Базовый,🎯 Интересный (60–90%),0.5,⚖️ Базовый (30–60%),,🧠 Насыщенный (Top 10%),,1
"[1, 30]",1,2,2,2,90.0,0.0,510.0,400,3,5,8,0,8.0,99.9,92.0,0.0999999999999943,0.1,0.0,1,6,0.75,0.0,0.667,0.0,64.4,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.768368207452696,4.0,25.0,33.3,47.3,⚖️ Базовый,🎯 Интересный (60–90%),0.375,🎯 Интересный (60–90%),,🎯 Интересный (60–90%),,4
"[2, 7]",1,2,2,1,90.0,6.0,45.0,400,2,7,7,2,41.6,13.9,58.4,86.1,50.3,0.0,1,3,0.429,0.0,1.0,0.0,66.7,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.9886417540715754,3.5,28.57142857142857,16.7,38.3,💤 Поверхностный,💤 Поверхностный (0–30%),0.2145,🎯 Интересный (60–90%),,💤 Поверхностный (0–30%),,0
"[2, 8]",1,2,2,1,90.0,11.0,75.0,400,3,6,8,1,88.0,25.1,12.0,74.9,9.0,0.0,1,5,0.625,0.0,0.667,0.0,30.9,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.768368207452696,4.0,25.0,16.7,40.0,⚖️ Базовый,⚖️ Базовый (30–60%),0.3125,💤 Поверхностный (0–30%),,⚖️ Базовый (30–60%),,2
"[2, 9]",1,2,1,1,90.0,0.0,75.0,400,2,8,10,1,8.0,25.1,92.0,74.9,68.9,0.0,0,5,0.5,0.0,1.0,0.0,86.9,🟢 Очень комфортный,0.2984372529383861,0.5000131766194065,0.9886417540715754,5.0,20.0,16.7,39.0,💤 Поверхностный,⚖️ Базовый (30–60%),0.25,🧠 Насыщенный (Top 10%),,⚖️ Базовый (30–60%),,0
"[2, 10]",1,2,2,1,95.0,13.0,90.0,400,4,8,9,1,97.4,31.3,2.5999999999999943,68.7,1.8,0.0,1,5,0.556,0.0,0.5,0.0,22.4,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.3306936172455594,4.5,22.22222222222222,16.7,32.4,💤 Поверхностный,💤 Поверхностный (0–30%),0.278,💤 Поверхностный (0–30%),,⚖️ Базовый (30–60%),,2
"[2, 11]",1,2,2,1,90.0,11.0,120.0,400,3,7,7,1,88.0,41.6,12.0,58.4,7.0,0.0,1,3,0.429,0.143,0.667,0.0,25.9,🔴 Неудобный,0.980801665524693,0.5000131766194065,0.768368207452696,3.5,28.57142857142857,16.7,52.6,⚖️ Базовый,🎯 Интересный (60–90%),0.286,💤 Поверхностный (0–30%),,💤 Поверхностный (0–30%),,5
"[2, 12]",1,2,2,1,90.0,6.0,120.0,400,3,11,13,1,41.6,41.6,58.4,58.4,34.1,0.0,1,6,0.462,0.077,0.333,0.0,58.4,🟡 Умеренный,0.9027697253992516,0.5000131766194065,0.0401096294734622,6.5,15.384615384615383,16.7,40.7,⚖️ Базовый,⚖️ Базовый (30–60%),0.2695,🎯 Интересный (60–90%),,💤 Поверхностный (0–30%),,0
"[2, 13]",1,2,2,2,90.0,12.0,135.0,400,2,7,7,1,93.8,46.7,6.200000000000003,53.3,3.3,0.0,1,3,0.429,0.0,1.0,0.0,20.3,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.9886417540715754,3.5,28.57142857142857,33.3,42.4,⚖️ Базовый,⚖️ Базовый (30–60%),0.2145,💤 Поверхностный (0–30%),,💤 Поверхностный (0–30%),,2
"[2, 14]",1,2,2,1,90.0,6.0,165.0,400,1,8,12,1,41.6,55.1,58.4,44.9,26.2,0.0,1,6,0.5,0.0,1.0,0.0,54.4,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.9886417540715754,6.0,16.666666666666664,16.7,38.6,💤 Поверхностный,⚖️ Базовый (30–60%),0.25,⚖️ Базовый (30–60%),,⚖️ Базовый (30–60%),,0
"[2, 15]",1,2,2,1,90.0,11.0,180.0,400,3,8,18,1,88.0,59.0,12.0,41.0,4.9,0.0,1,7,0.389,0.0,0.667,0.0,20.7,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.768368207452696,9.0,11.11111111111111,16.7,32.4,💤 Поверхностный,💤 Поверхностный (0–30%),0.1945,💤 Поверхностный (0–30%),,💤 Поверхностный (0–30%),,2
"[2, 16]",1,2,1,2,90.0,0.0,195.0,400,3,11,15,1,8.0,63.2,92.0,36.8,33.9,0.0,0,7,0.467,0.0,0.333,0.0,75.4,🟡 Умеренный,0.2984372529383861,0.5000131766194065,0.0401096294734622,7.5,13.333333333333334,33.3,29.6,💤 Поверхностный,💤 Поверхностный (0–30%),0.2335,🎯 Интересный (60–90%),,⚖️ Базовый (30–60%),,0
"[2, 17]",1,2,2,1,95.0,13.0,210.0,400,3,7,8,1,97.4,67.2,2.5999999999999943,32.8,0.9,0.0,1,5,0.625,0.0,0.667,0.0,11.7,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.768368207452696,4.0,25.0,16.7,40.0,⚖️ Базовый,⚖️ Базовый (30–60%),0.3125,💤 Поверхностный (0–30%),,⚖️ Базовый (30–60%),,2
"[2, 18]",1,2,2,2,95.0,11.0,225.0,400,4,6,9,1,88.0,71.1,12.0,28.90000000000001,3.5,0.0,1,6,0.667,0.0,0.75,0.0,17.1,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.8828993833342118,4.5,22.22222222222222,33.3,46.3,⚖️ Базовый,🎯 Интересный (60–90%),0.3335,💤 Поверхностный (0–30%),,🎯 Интересный (60–90%),,2
"[2, 19]",1,2,2,1,90.0,6.0,240.0,400,2,12,16,1,41.6,74.7,58.4,25.3,14.8,0.0,1,5,0.312,0.0,1.0,0.0,48.5,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.9886417540715754,8.0,12.5,16.7,33.4,💤 Поверхностный,💤 Поверхностный (0–30%),0.156,⚖️ Базовый (30–60%),,💤 Поверхностный (0–30%),,0
"[2, 20]",1,2,2,1,90.0,12.0,255.0,400,2,7,8,1,93.8,77.7,6.200000000000003,22.3,1.4,0.0,1,4,0.5,0.125,1.0,0.0,11.0,🔴 Неудобный,0.971591208559532,0.5000131766194065,0.9886417540715754,4.0,25.0,16.7,56.4,⚖️ Базовый,🧠 Насыщенный (Top 10%),0.3125,💤 Поверхностный (0–30%),,⚖️ Базовый (30–60%),,5
"[2, 21]",1,2,2,1,90.0,6.0,270.0,400,2,7,13,1,41.6,80.2,58.4,19.8,11.6,0.0,1,9,0.692,0.0,1.0,0.0,46.8,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.9886417540715754,6.5,15.384615384615383,16.7,43.2,⚖️ Базовый,⚖️ Базовый (30–60%),0.346,⚖️ Базовый (30–60%),,🎯 Интересный (60–90%),,1
"[2, 22]",1,2,2,1,100.0,11.0,300.0,400,4,7,8,1,88.0,84.3,12.0,15.700000000000005,1.9,0.0,1,5,0.625,0.0,0.5,0.0,13.1,🔴 Неудобный,0.2984372529383861,0.5000131766194065,0.3306936172455594,4.0,25.0,16.7,34.5,💤 Поверхностный,💤 Поверхностный (0–30%),0.3125,💤 Поверхностный (0–30%),,⚖️ Базовый (30–60%),,2
